Unique_ID,Last Updated,Member,Party,Home State,District,Meeting Type,Date,Time,Time Zone,Location,Street Address,City,State,Zip,Notes
756,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, April 12, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
757,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 13, 2017",9:00 AM,EST,"Town Hall, Council Chambers",116 Broadway Ave,Broadway,VA,22815,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
758,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 13, 2017",2:30 PM,EST,Highland County Library,10 Water St.,Monterey,VA,24465,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
759,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 13, 2017",11:30 AM,EST,Town Council Chambers,5901 Main St.,Mount Jackson,VA,22842,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
760,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 13, 2017",11:30 AM,EST,"Bath Co. Courthouse, Second Floor",65 Courthouse Hill Rd.,Warm Springs,VA,24484,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
761,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Fri, April 14, 2017",9:30 AM,EST,Town Hall,601 Dogwood Ave,Grottoes,VA,24441,Held 3rd Tuesday of every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
762,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, April 17, 2017",9:00 AM,EST,Luray Town Hall,45 E. Main St.,Luray,VA,22835,1st&3rd Monday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
763,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, April 18, 2017",10:00 AM,EST,Forest Public Library,15583 Forest Rd.,Forest,VA,24551,Held 3rd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
764,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, April 18, 2017",11:30 AM,EST,"Public Library, First Floor Conference Room",600 South Wayne Ave,Waynesboro,VA,22980,Held every 3rd Tuesday. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
765,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, April 19, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
766,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 20, 2017",11:00 AM,EST,"City Hall, Circuit Courtroom",2039 Sycamore Ave,Buena Vista,VA,24416,Held 3rd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
767,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 20, 2017",9:00 AM,EST,"Rockbridge Co. Administration Building, Second Floor",150 South Main St.,Lexington,VA,24450,Held 3rd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
768,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 20, 2017",9:30 AM,EST,"Town Hall, Town Council Chambers",135 North Main St.,Woodstock,VA,22664,Held every 3rd Thursday. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
769,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, April 25, 2017",8:30 AM,EST,"Town Hall, Town Conference Room",311 South Pollard St.,Vinton,VA,24179,Held 4th Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
770,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, May 2, 2017",11:30 AM,EST,Municipal Building,201 Green St.,Bridgewater,VA,22812,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
771,,Derek Kilmer,Democratic,Washington,WA-06,Town Hall,"Tue, February 21, 2017",5:30 PM - 7:30 PM,PST,Lincoln High School auditorium,701 S 37th St,Tacoma,WA,98418,
772,,Derek Kilmer,Democratic,Washington,WA-06,Town Hall,"Wed, February 22, 2017",5:30 PM - 7:30 PM,PST,Admiral Theatre,515 Pacific Ave,Bremerton,WA,98337,
773,,Dave Reichert,Republican,Washington,WA-08,Tele-town Hall,"Thu, February 23, 2017",1:00 PM,PST,Facebook Live,,,,,Online town hall hosted by KCTS. https://www.facebook.com/repdavereichert/
774,,Derek Kilmer,Democratic,Washington,WA-06,Town Hall,"Fri, March 3, 2017",5:30 PM - 7:00 PM,PST,7th St Theater,313 7th St,Hoquiam,WA,98550,
775,,Derek Kilmer,Democratic,Washington,WA-06,Town Hall,"Mon, March 6, 2017",5:30 PM - 7:00 PM,PST,Sequim High School auditorium,503 N Sequim Ave,Sequim,WA,98382,
776,,Derek Kilmer,Democratic,Washington,WA-06,Tele-Town Hall,"Wed, March 8, 2017",6:05 PM,PST,Call-in,,,WA,,"kilmer.house.gov
"
777,,Patty Murray,Democratic,Washington,"Senate
",Coffee,Every Thursday Senate is in session.,9:00 AM,EST,"Russell Senate Office Bldg, Room 154",,Washington,DC,,RSVP: 202.224.1425
778,,Maria Cantwell,Democratic,Washington,Senate,Coffee,Every Wed Senate is in session.,11:30 AM - 12:30 PM,EST,Cantwell Senate office,"Senate Hard Bldg, Room 511",Washington,DC, ,RSVP at https://www.cantwell.senate.gov/contact/coffee
779,,Tammy Baldwin,Democratic,Wisconsin,Senate,Office Hours,"Fri, February 17, 2017",12:30 PM - 1:30 PM,CST,Necedah Town Hall,101 Center Street,Necedah,WI,54656,Staff only. Sen. Baldwin not in attendance.
780,,Mark Pocan,Democratic,Wisconsin,WI-02,Town Hall,"Sat, February 18, 2017",10:00 AM,CST,South Central Federation of Labor Building,1602 S Park St #228,Madison,WI,53715,
781,,Ron Johnson,Republican,Wisconsin,Senate,"Empty Chair Town Hall
","Wed, February 22, 2017",6:00 PM - 8:30 PM,CST,Middleton Public Library,7425 Hubbard Ave,Middleton,WI,53562,"Sen. Johnson invited, but not confirmed. https://www.facebook.com/events/887785784694767"
782,,Ron Kind,Democratic,Wisconsin,WI-03,Town Hall,"Mon, February 27, 2017",3:00 PM,CST,Lacrosse Library," 800 Main St
",Lacrosse,WI,54601,
783,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Fri, March 3, 2017",8:30 AM,CST,Butler Village Hall,12621 W. Hampton Avenue,Butler,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
784,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Fri, March 3, 2017",9:30 AM,CST,Lannon Village Hall,20399 W Main Street,Lannon,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
785,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Fri, March 3, 2017",10:15 AM,CST,Sussex Civc Center,N64W23760 Main Street,Sussex,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
786,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Fri, March 3, 2017",11:15 AM,CST,Merton Village Hall,N67W28343 Sussex Road,Merton,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
787,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Fri, March 3, 2017",1:15 PM,CST,Nashotah Village Hall,N44W32950 Watertown Plank Rd.,Nashotah,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
788,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 4, 2017",9:00 AM,CST,Delafield City Hall,500 Genesee Street,Delafield,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
789,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 4, 2017",1:00 PM,CST,Lake Mills Community Center,200 Water Street,Lake Mills,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
790,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sun, March 5, 2017",1:00 PM,CST,Juneau Community Center,500 Lincoln Drive,Juneau,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
791,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 11, 2017",9:00 AM,CST,Germantown Village Hall,N112W17001 Mequon Road,Germantown,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
792,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 11, 2017",1:00 PM,CST,Brookfield Public Safety Building,2100 N. Calhoun Road,Brookfield,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
793,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sun, March 12, 2017",1:00 PM,CST,Hartford City Hall,109 N Main St.,Hartford,WI,,    The meeting will be held in the Council Chambers. Please use the entrance located off of the rear parking lot. Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
794,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Mon, March 13, 2017",7:00 PM,CST,Wauwatosa Public Library,7635 W. North Avenue,Wauwatosa,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
795,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 18, 2017",9:00 AM,CST,West Bend City Hall,1115 S. Main Street,West Bend,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
796,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sat, March 18, 2017",1:00 PM,CST,West Allis Public Library,7421 W. National Avenue,West Allis,WI,,Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/
797,,Jim Sensenbrenner,Republican,Wisconsin,WI-5,Town Hall,"Sun, March 19, 2017",1:00 PM,CST,Richfield Village Hall,4125 Hubertus Road,Richfield,WI,,"The meeting will be held in the Council Chambers, located in the lower level of Village Hall.
Unclear if staff office hours or Town Hall with Congressman - http://sensenbrenner.house.gov/contact/"
